# Pathway	R1-1	R1-2	R1-3	R1-4	R1-5	R2-1	R2-2	R2-3	R2-4	R2-5	R3-1	R3-2	R3-3	R3-4	R3-5	R4-1	R4-2	R4-3	R4-4	R4-5	R5-1	R5-2	R5-3	R5-4	R5-5	R6-1	R6-2	R6-3	R6-4	R6-5	S1-1	S1-2	S1-3	S1-4	S1-5	S2-1	S2-2	S2-3	S2-4	S2-5	S3-1	S3-2	S3-3	S3-4	S3-5	S4-1	S4-2	S4-3	S4-4	S4-5	S5-1	S5-2	S5-3	S5-4	S5-5	S6-1	S6-2	S6-3	S6-4	S6-5
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Pantoea.s__Pantoea_dispersa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0585909358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Pantoea.s__Pantoea_sesami	0	0	28.8425015579	0	16.6288645350	0	33.8437255358	96.0706376847	0	0	0	0	90.4851944725	13.4284215375	0	0	0	18.7406331032	0	14.4095034150	116.9027667314	46.4981505326	33.6234710756	39.3901108072	0	54.8115960759	0	0	0	10.4933200602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Pantoea.s__Pantoea_vagans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3151100987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Paraburkholderia.s__Paraburkholderia_caledonica	0	0	3.8683472486	2.0905923345	0	0	0	9.9747309124	0	9.4322017796	0	0	0	0	0	0	0	0	0	0	6.8841032425	5.6177145265	0	0	0	6.7823980622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Paraburkholderia.s__Paraburkholderia_caribensis	0	0	0	0	0	0	0	0	0	11.8130081664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Paraburkholderia.s__Paraburkholderia_graminis	14.4608215593	0	0	4.0917227858	0	0	0	10.9160713876	0	21.7496253854	0	0	0	0	0	0	0	0	0	0	8.8878237385	8.8244583097	9.6286180426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Paraburkholderia.s__Paraburkholderia_phenoliruptrix	0	0	0	0	0	0	0	4.3296743273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Paraburkholderia.s__Paraburkholderia_phytofirmans	0	0	0	0	0	0	0	5.2055091639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Stenotrophomonas.s__Stenotrophomonas_indicatrix	0	0	0	0	0	0	0	0	0	22.5029570120	0	0	0	0	0	0	0	0	0	0	12.2270581918	12.5705828474	29.2530954411	34.3200224048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|unclassified	510.3137734976	435.7037980652	353.9205810238	418.9786282303	411.1322095263	510.3316481663	307.0272390598	477.2755286301	254.4294025767	295.3498691552	352.5343819614	388.3598158957	342.4137253122	358.6628159718	358.5584214265	425.9073521549	450.1432242313	393.8262642401	413.3413174434	427.8508846704	512.2666223864	483.8007281935	613.7867487780	644.4066154303	569.8755497918	549.3600779809	589.6797699371	509.6289593403	631.2087105236	575.8223230319	368.1367525194	318.1446891185	237.4616561276	339.9697152703	271.7711070586	332.1292403565	314.8561468490	267.0947641096	358.4694895155	311.1514613357	313.8677862128	339.7626000510	402.3333218291	264.5744865225	477.0572575007	277.4312613450	320.4767814066	267.8466149716	355.2203132923	320.2406018202	578.1719919607	337.7811983569	401.2519895217	404.4115524594	332.0728473482	399.3985459157	391.0526134668	328.0423023451	372.2707750886	445.3136462033
PWY-7294: D-xylose degradation IV	55.7531651314	0	42.4483980662	0	34.3707967538	49.8805721169	0	99.6105516958	0	25.1662027884	0	0	0	0	0	0	0	17.4296232167	15.7894028211	0	91.3720370027	0	0	9.2093544385	29.4659809455	0	0	14.3603721638	44.7585108107	34.8868278899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7294: D-xylose degradation IV|unclassified	20.2138326415	0	22.7647348866	0	19.4663029729	0	0	32.6024360192	0	11.1837303180	0	0	0	0	0	0	0	0	0	0	12.2397554541	0	0	9.1847979483	0	0	0	14.2526750984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7295: L-arabinose degradation IV	172.6859128586	63.3949488936	137.5000331188	56.5882281065	70.8429947077	106.6777556578	60.4471489948	307.5261391497	63.1783387475	353.9847951414	24.9792102683	60.0607496576	11.0060642127	27.6827138951	13.8249577695	109.2126091300	45.0915442867	36.1936571372	64.7184156995	29.9353275070	407.5255042953	99.7474958197	53.5551310369	114.8326093873	71.4653760807	78.7575078305	44.9737905169	94.0811649418	96.6103547877	51.4512052849	24.7516032721	32.6416732544	29.3814732807	46.3208297052	19.7286035589	9.9944403050	18.3883547209	16.7069248282	5.7930306688	11.6737388671	27.6422479979	47.2285651561	59.3794460422	22.4845166809	41.0450071436	33.8357726559	29.4243753354	11.1614854035	26.6239826764	44.8110874135	38.9142559370	34.9662521436	42.9895067955	49.1403092689	22.1334133463	38.1836873482	46.7090141263	15.7173422993	51.6281139924	61.2762298921
PWY-7295: L-arabinose degradation IV|g__Burkholderia.s__Burkholderia_anthina	0	0	0	0	0	0	0	6.1356708795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7295: L-arabinose degradation IV|g__Burkholderia.s__Burkholderia_cenocepacia	59.0703566953	21.2309522567	30.5567805953	7.6860705723	22.1319250819	38.7999891503	22.8867882349	103.8776423143	9.5990311190	208.9823011857	0	12.4943617262	0	0	0	0	0	0	0	0	235.3570720404	25.2534700981	11.2618857849	25.1778438965	0	9.1095274248	0	38.9819465710	9.5926624403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7295: L-arabinose degradation IV|g__Burkholderia.s__Burkholderia_cepacia	0	0	0	0	0	0	0	2.9618101778	0	0	0	0	0	0	0	0	0	0	0	0	2.8878247669	0	0	0	0	4.8416074961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7295: L-arabinose degradation IV|g__Burkholderia.s__Burkholderia_lata	0	0	0	0	0	0	0	10.1048683803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7295: L-arabinose degradation IV|unclassified	57.6584305684	29.5295573004	62.4579217986	46.4628059538	8.8383085796	38.8164116431	8.9139513464	92.0169883149	54.3556376093	100.6527313509	24.9039912090	45.2380721783	10.9414277105	27.6245943520	13.8055714302	75.1840132831	45.0662833032	35.9806699681	64.6641085401	29.7706124988	90.5018737492	52.1951438507	34.9458990538	60.8556019652	70.4528683382	25.9088302482	44.8672992894	32.0808025960	95.1211526205	51.0856270535	24.7503325386	32.6390395370	29.3796594414	46.3133088889	19.7278022882	9.9944403050	18.3876770291	16.7064192421	5.7929499522	11.6734906223	27.6408166922	47.2246324796	59.3748396416	22.4830475524	41.0427211819	33.8336512960	29.4217241474	11.1611791429	26.6210324580	44.8071654541	38.9091524820	34.9604536244	42.9821656860	49.1325093096	22.1316188741	38.1801143433	46.6993667593	15.7161112263	51.6154904112	61.2640150168
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	5.9136440031	0	16.5449677423	31.1472560301	20.4568885410	0	31.3270725260	19.6609256397	0	0	6.8854841960	16.5536563863	5.9059640256	9.8367042408	8.7025937582	26.3191751148	0	29.3093558498	0	17.8856720267	7.8763630107	13.5784569195	10.4223064862	13.0596250490	17.1774005268	6.7895071743	4.2196915947	0	0	9.8554326992	11.7963881111	29.5305733560	20.2778191755	11.8059755549	0	23.5681652436	16.6908917052	13.7687474882	0	17.6915708242	10.1347127698	17.6775226017	18.5921205531	9.0531482098	17.1567494473	18.2858496580	36.6608901658	17.3148341651	38.5053423763	9.1547219908	26.3955180753	3.2465516752	15.7226228958	16.0465367836	16.3152926207	27.2206681774	20.1148310819	7.8692758202	14.2258875113	3.8987360853
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis|unclassified	5.9130381214	0	16.5416214175	31.1417365758	20.4530765200	0	31.3085863599	19.6480599333	0	0	6.8854280108	16.5523046672	5.9056631573	9.8364437085	8.7024874250	26.3143465770	0	29.3071909977	0	17.8843022099	7.8735396487	13.5766695908	10.4212595478	13.0574122095	17.1750154866	6.7890071772	4.2196564834	0	0	9.8551354878	11.7963881111	29.5305733560	20.2778191755	11.8059755549	0	23.5681652436	16.6907588791	13.7687474882	0	17.6915708242	10.1347127698	17.6775226017	18.5921205531	9.0531482098	17.1566440101	18.2858496580	36.6608901658	17.3148341651	38.5039978451	9.1547219908	26.3937694735	3.2465516752	15.7226228958	16.0464924870	16.3152926207	27.2206681774	20.1145637893	7.8692758202	14.2256744567	3.8987320290
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	157.9198530406	73.6006497481	125.6741440428	39.2076085511	127.8801280845	85.9982898786	159.0284672236	521.9320347787	117.4039377360	133.3590710991	61.5273247133	129.2705343782	405.6882611818	148.4324230942	134.7305929742	388.2181431956	213.7979836005	165.4739237336	77.9028331558	153.4191924688	671.6256147279	171.1774949966	178.6966662846	172.1585362094	180.1004112666	223.5019937011	119.4925440391	103.3925393493	78.0351074535	199.4360693107	66.0515486571	113.7822494674	115.1477629791	93.7713260252	88.2944425478	107.0082350274	90.1963910535	76.0305665131	64.5663230322	75.8288256642	82.8419298984	133.0924488176	132.5025350938	70.7584963828	202.0397140834	73.3306917276	133.0663983228	68.8889070844	135.3661173242	56.7077772700	103.7372085711	80.8292412870	91.8586141156	106.3818555039	66.5199702800	58.0735643752	75.9396232072	49.0117134906	125.5933692802	41.7896467898
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Enterobacter.s__Enterobacter_bugandensis	1.6863406408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Enterobacter.s__Enterobacter_mori	0	0	3.9277297722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1051949085	0	0	0	0	4.0326817171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Klebsiella.s__Klebsiella_grimontii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.7623636854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Klebsiella.s__Klebsiella_michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1558576022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3567506654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Klebsiella.s__Klebsiella_variicola	65.3459580218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.3062590658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Pantoea.s__Pantoea_agglomerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9102321377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Pantoea.s__Pantoea_allii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5286800276	5.2202096689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Pantoea.s__Pantoea_ananatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7596925617	7.5427279622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Pantoea.s__Pantoea_sesami	0	0	14.5703064878	0	19.1550667830	0	49.8860106677	112.1375384554	16.1033824000	3.7464660112	0	0	113.2955086458	39.2573678483	13.4854734574	13.2207199935	0	15.6843626411	0	14.7838806810	208.1981135690	47.0972119203	36.3717462371	24.0342986790	14.6481268856	75.6254120561	0	12.6898390442	7.1284149750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Pantoea.s__Pantoea_vagans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7480752751	10.2128430278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	76.1686857808	73.5758635555	44.8002728028	39.1988631979	65.0977789016	56.1950936267	51.1724718914	63.8242920670	51.6269152785	18.7737517898	61.5228386992	84.1376824955	81.6873373847	50.6439826747	111.4936159926	154.7291466199	100.5322517431	109.4857692917	56.0833565660	73.3878795770	74.5248262476	71.7268083885	67.0765199066	42.1423680911	76.4787868067	46.9066379669	91.9629634233	57.9222279568	52.6958453079	143.6939593199	66.0515486571	113.7822494674	115.1477629791	93.7713260252	88.2944425478	107.0082350274	90.1925123422	76.0305665131	64.5632571730	75.8288256642	82.8419298984	133.0924488176	132.5025350938	70.7584963828	202.0250933681	73.3306917276	133.0663983228	68.8889070844	135.3495019277	56.7077772700	103.7102053630	80.8292412870	91.8586141156	106.3799086357	66.5199702800	58.0735643752	75.9358136459	49.0117134906	125.5767652094	41.7891807595
PWY-7316: dTDP-N-acetylviosamine biosynthesis	7.6905613614	17.3135249932	6.8787603933	18.0570351758	8.6051247708	9.7893999318	5.7740945770	25.4529495071	5.2970343339	2.6442106460	15.9444559228	5.3141701077	0	10.4794035580	5.7549786299	5.2100541857	10.6261836358	0	5.7463760127	0	7.8320205879	5.6754026352	10.3678518491	0	6.7075087652	0	14.2015726799	35.7600666408	5.1637503992	10.7607468194	11.9464433739	9.4009282097	7.7114057194	11.7503224405	0	9.0173586830	8.6279235994	3.6205467403	4.0080648118	0	3.5003599947	29.5591332209	12.4132217339	0	12.1184741871	6.5789869048	0	5.1888573929	0	7.3292078100	9.4824043853	0	9.1213029826	2.1654387273	11.8813888778	27.7079583200	11.5457033661	15.9008260328	10.5623880500	8.0048089753
PWY-7316: dTDP-N-acetylviosamine biosynthesis|unclassified	7.6895367003	17.3121530713	6.8781818872	18.0551800140	8.6044501847	9.7883817577	5.7734662523	25.4313910223	5.2966954043	2.6438594770	15.9441546448	5.3140307941	0	10.4791078694	5.7549321291	5.2098649429	10.6256068311	0	5.7462862586	0	7.8292289207	5.6750903652	10.3668158217	0	6.7071450679	0	14.2011749854	35.7450082057	5.1636685718	10.7603924977	11.9464433739	9.4009282097	7.7114057194	11.7503224405	0	9.0173586830	8.6278881068	3.6205467403	4.0080529969	0	3.5003599947	29.5591332209	12.4132217339	0	12.1184215829	6.5789869048	0	5.1888573929	0	7.3292078100	9.4821787090	0	9.1213029826	2.1654379206	11.8813888778	27.7079583200	11.5456153023	15.9008260328	10.5622705987	8.0047918758
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	10.4064052779	0	22.6606541226	39.6607350500	9.3442807142	0	15.4810494661	23.7126208486	0	0	11.2397121704	20.3345123672	10.3499701298	16.0928047240	13.6941394920	32.2320850296	10.0502645710	20.7889599720	0	21.0955856024	13.1932750425	18.0725740960	13.2780314696	17.4212055133	23.1637641169	7.9460564165	7.7894063703	0	0	15.7319390286	18.1633717328	34.6773494551	21.2409370158	19.1104999660	28.6671710376	36.3826997372	23.9178689031	20.8777390802	0	25.4772441121	15.9587635793	28.6992371932	29.4558169897	15.4056012013	25.7318774266	24.5921295358	32.8322378848	17.4980695738	33.1083104266	15.9171879015	38.6442679451	5.8627529307	23.5029412021	25.3103425032	22.6553893887	42.8172473565	27.7178200761	11.0393242249	19.7494007251	12.4018481146
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	10.4050834359	0	22.6550274045	39.6550664584	9.3436051979	0	15.4780344170	23.6988481955	0	0	11.2396373131	20.3329139509	10.3494275948	16.0923076142	13.6939404763	32.2268983855	10.0498753541	20.7883772730	0	21.0941964349	13.1866813259	18.0704178482	13.2769083292	17.4179200102	23.1612566610	7.9456578082	7.7893132888	0	0	15.7314102680	18.1633717328	34.6771684340	21.2409370158	19.1104046887	28.6671710376	36.3826997372	23.9177325264	20.8777390802	0	25.4772441121	15.9587635793	28.6991405139	29.4558169897	15.4056012013	25.7317588395	24.5921295358	32.8319370895	17.4979846390	33.1078133978	15.9171879015	38.6408669074	5.8627529307	23.5029412021	25.3102155930	22.6553893887	42.8170126335	27.7175663039	11.0393242249	19.7491374794	12.4018275924
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	779.3981080478	581.7108098766	646.0424547342	436.3116857720	617.3243206673	672.0238076578	441.9546642576	1323.1141937430	350.7359850995	909.9141046448	398.6979501651	596.7242351748	624.7924401658	509.4876763414	506.5807600607	508.6855460099	530.6782390029	485.4054510151	531.0176692901	595.2107202957	1243.2885286525	731.7129790884	764.5026752744	934.4558182950	722.9033887643	773.0272853260	694.0163687017	645.5538062084	792.7197634226	618.7189567239	410.2862092508	432.3304876044	384.9828230610	439.4428962884	348.6043831670	406.8313577379	447.7988791171	376.3412198076	364.5790553596	425.3956695140	338.6066803651	407.6538895956	558.1891049417	312.7221087978	634.6541409918	310.2581670110	402.2856355522	339.8618600656	389.9722880834	313.6722038308	620.7941147356	409.9117136659	449.3264520768	410.7281172238	411.0488106402	495.5283481884	497.4117010187	377.5924043181	435.6002046070	442.6649993724
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Enterobacter.s__Enterobacter_asburiae	0	0	0	0	0	0	0	15.6882161602	0	0	0	0	23.3622510389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Enterobacter.s__Enterobacter_mori	0	0	2.9165147649	0	0	0	0	13.1739965531	0	7.2574512411	0	0	0	0	0	0	0	0	0	0	3.6276832377	0	0	0	4.3050798234	0	0	0	0	8.2004622522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Lelliottia.s__Lelliottia_nimipressuralis	0	0	0	0	0	0	0	4.2840318241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Pantoea.s__Pantoea_sesami	5.1569193039	0	11.0647339317	0	20.9994428108	7.2353352052	21.1164707620	73.9277508098	0	12.8799032544	0	0	74.6489022912	22.4195891167	0	17.0167451323	0	14.9367472632	0	13.5515716126	167.2569911658	21.7417733028	33.8343434760	28.9237659436	11.8601068698	37.6945050948	0	7.5540492679	0	5.4498673950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Paraburkholderia.s__Paraburkholderia_caribensis	0	0	0	0	0	0	0	15.6868847622	0	15.8075306009	0	0	0	0	0	0	0	0	0	0	14.7677762864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5105663480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Pseudomonas.s__Pseudomonas_putida	0	0	0	0	0	0	0	1.7584771014	0	0	0	0	0	0	0	0	0	0	0	0	1.7075146047	0	0	9.4115189525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Pseudomonas.s__Pseudomonas_putida_group	0	0	0	0	0	0	0	2.8328740249	0	0	0	0	0	0	0	0	0	0	0	0	3.2380009013	0	0	16.3614556760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	585.5089764968	502.7914769377	471.0653261492	400.4839598123	526.4044797549	531.5720094268	331.1591896039	690.4397625712	326.3865208388	541.6222749967	376.9539943596	548.5432216544	449.6148780286	460.6165947469	485.7601798260	460.1500519019	476.5618221571	407.7380978694	474.4642411523	552.2712167428	557.2966714113	578.9372184218	636.8865020134	668.0085031609	599.2630675689	602.5106892942	639.2174838366	525.4094424397	729.1027435880	536.2712338659	410.2373938570	429.4210885163	384.8641492058	439.2794616007	348.5634298653	406.8313577379	447.7340505654	376.3222884610	364.5790553596	425.3956695140	338.6066803651	403.9432574445	558.0259361903	312.7066162183	629.1848582926	310.2221665687	397.4825100778	339.8049969309	389.8779094100	308.3680324886	562.5927251288	405.0327533212	449.2887297156	406.4657570200	408.6782935084	495.4848902642	480.8116503827	374.9203869590	429.8297017013	438.5863998722
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	1088.7787528631	854.4048269512	893.4310793902	764.0357495282	792.5468568064	991.7290215328	638.4983265564	1231.5368531731	616.5899894859	795.5278005376	773.2851920019	981.9124813956	787.9441587982	855.3466372017	794.5495217187	834.3920705471	964.5066708231	777.9428092928	862.6293323432	1013.5650339079	974.5835322333	940.3008974833	980.8823021224	1045.8891096808	891.9469532938	948.0524780205	1015.7432367811	828.2531588262	930.6775288667	936.6359506298	743.5087941447	831.4826048853	710.1238229657	874.0661776866	561.4738209761	644.2834129631	650.9013632421	722.1515367661	679.6136081433	761.7257552320	632.4580373131	854.6190078348	979.7282435168	647.0987297305	1193.4627948557	525.4370890302	739.2544841594	624.3370958424	692.4786627845	609.0170413902	886.6326427485	693.9615411279	706.3493624442	795.6027548522	674.2128418771	877.4281783183	823.9534749392	618.2441365482	693.0165945975	791.5789709949
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Klebsiella.s__Klebsiella_grimontii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7950486504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	947.9929030707	795.4646566098	842.9702032884	713.8140653203	760.7846082229	881.4158292441	586.5247929727	959.1651804883	555.4562698576	680.1626298353	740.6925652624	926.6296770205	707.3265145937	812.3008268433	741.0047515243	769.3976851331	878.3619651325	770.3314266494	795.5991954207	906.7483079931	804.3797128082	862.7216503116	938.2067378171	926.5977232764	837.6259058964	854.4555435198	983.6135694950	793.1070227279	885.1787852766	892.4715726238	740.7842015910	828.3784442844	707.9246227061	869.3723570256	560.2169264871	643.9229640497	650.5701189116	720.3209143126	678.9447773141	761.4679096050	632.1887948400	853.3383898719	978.0413649353	646.4476973530	1192.5301458866	525.1484543304	738.7021853510	623.9993596496	687.3610471239	608.4774010656	882.4143383490	689.9455014180	703.3122154907	791.7146712155	671.5755148727	874.7241428118	818.7139556701	615.2203027080	690.0670384736	790.3272351523
