# Pathway	R1-1	R1-2	R1-3	R1-4	R1-5	R2-1	R2-2	R2-3	R2-4	R2-5	R3-1	R3-2	R3-3	R3-4	R3-5	R4-1	R4-2	R4-3	R4-4	R4-5	R5-1	R5-2	R5-3	R5-4	R5-5	R6-1	R6-2	R6-3	R6-4	R6-5	S1-1	S1-2	S1-3	S1-4	S1-5	S2-1	S2-2	S2-3	S2-4	S2-5	S3-1	S3-2	S3-3	S3-4	S3-5	S4-1	S4-2	S4-3	S4-4	S4-5	S5-1	S5-2	S5-3	S5-4	S5-5	S6-1	S6-2	S6-3	S6-4	S6-5
ko03008	23.7806606666	18.6496632299	20.3024899876	12.8967506503	18.4077813249	20.8539287229	15.4235743731	35.9999356113	11.8882574658	27.7365695811	13.8851096380	16.6018011077	19.6660882054	14.8032983617	15.4760142896	19.1613290533	16.3940066759	17.1699813206	13.9626129216	19.9211549312	38.2367777241	21.4091489930	20.6582316181	28.6152027930	21.3192359644	25.8857472540	21.7472211441	22.1787964781	23.2361640148	20.7039287274	13.9491359259	14.7931220035	11.4795963948	15.6622662549	10.0760299692	14.2558951531	15.8506626348	13.4107874212	12.9094098680	12.8431781399	10.8340506710	15.3315712239	15.3172584642	11.1780551399	19.1423540412	12.2923123454	10.4273744023	11.2502383710	16.3525133027	11.4758117064	24.1335120226	11.4825299870	13.2868324868	15.1921360787	13.7438878717	17.9656067118	15.2431054121	9.7779556466	12.7245308464	13.3125585141
ko03008|g__Bacillus.s__Bacillus_aryabhattai	0	0	0	0	0	0	0	0.1631454442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0.1980263375	0	0	0.2310307271	0	0	0	0	0	0.2970395063	0	0.4290570646	0.1650219479	0.2640351167	0.2640351167	0	0	0	0.4620168536	0.4620168536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1980263375	0	0	0	0	0	0.2309861266	0	0.1652921066	0	0	0	0	0
ko03008|g__Burkholderia.s__Burkholderia_anthina	0	0	0	0	0	0	0	1.1885076478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Burkholderia.s__Burkholderia_cenocepacia	1.2801388910	0.4133939644	0.2582619799	0	0.3617197189	0.5684167011	0.0516742456	1.3890103775	0.1033484911	3.5117398355	0	0.6717651922	0.1550227367	0	0.1550227367	0	0	0	0	0	3.9643535936	0.5684167011	0.5167424556	0.7232209420	0.1550227367	0.1550227367	0	0.7234394378	0.2583712278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0516742456	0	0	0	0	0
ko03008|g__Burkholderia.s__Burkholderia_cepacia	0.3615016841	0.1031304563	0.0516742456	0	0.1033484911	0.1549134888	0.2065877343	1.1725511928	0.3098269776	2.0106607673	0	0.1033484911	0.5165239598	0	0.1550227367	0	0	0	0	0	0.4649589621	0	0.2583712278	0.2066969822	0.0516742456	0.5167424556	0	0.2066969822	0.2066969822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2583712278	0	0	0	0	0
ko03008|g__Burkholderia.s__Burkholderia_lata	0	0	0	0	0	0	0.0516742456	0.4650682100	0	0	0	0.2583712278	0.2066969822	0	0	0	0	0	0	0	0	0	0.0516742456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Burkholderia.s__Burkholderia_reimsis	0	0	0	0	0	0	0	0.3099362255	0	0	0	0.0515649977	0.0516742456	0	0	0	0	0	0	0	0	0	0	0	0	0.1550227367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Burkholderia.s__Burkholderia_sp_WP9	0	0	0	0	0	0	0	0	0	0.2107148501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Chryseobacterium.s__Chryseobacterium_culicis	0	0	0	0	0	0	0	0	0	0.1979727589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Chryseobacterium.s__Chryseobacterium_sp_StRB126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3959455179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Enterobacter.s__Enterobacter_bugandensis	0.0916926462	0	0.1228727653	0	0	0.0614363826	0	0.2915918536	0	0.1072827058	0	0	0.0458463231	0	0	0.1228727653	0	0	0	0	0.0614363826	0	0	0.1072827058	0	0	0	0.1531290289	0.1072827058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Enterobacter.s__Enterobacter_cancerogenus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0609756098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Enterobacter.s__Enterobacter_cloacae	0.0458463231	0	0.0458463231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Enterobacter.s__Enterobacter_mori	0	0	0.4593870866	0	0	0	0	0.8882598628	0.0458463231	0.6143638263	0	0	0	0	0	0	0	0	0.0614363826	0	0.3675400776	0	0	0	0.1989753520	0	0	0	0	0.3374381768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Ewingella.s__Ewingella_americana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8352811167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Herbaspirillum.s__Herbaspirillum_aquaticum	0	0	0	0	0	0.2608771870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4054012127	0	0	0.8123902882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Herbaspirillum.s__Herbaspirillum_hiltneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1914032593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Herbaspirillum.s__Herbaspirillum_seropedicae	0	0.2317362841	1.4924836969	0	0.1663330233	0.6152993951	0	0.2314623642	0	0.6138439856	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2640250635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Klebsiella.s__Klebsiella_aerogenes	0.0458463231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Klebsiella.s__Klebsiella_grimontii	0	0	0	0	0.1833852925	0.0458463231	0.1228727653	0.0458463231	0.0458463231	0	0	0	0	0	0	0	0	0.0458463231	0	0.0916926462	0.9627727856	0.1687190884	0	0	0	0	0.3209242619	0.0458463231	0.0916926462	0.1072827058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Klebsiella.s__Klebsiella_michiganensis	0	0	0.0458463231	0	0.2457455305	0.0458463231	0	0	0	0.0614363826	0	0	0	0	0	0	0	0	0	0.3832844999	1.1360251353	0	0.0458463231	0	0	0.2145654115	0	0	0	0.0614363826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0.1228727653	0	0	0	0	0.1843091479	0	0	0	0	0	0	0	0	0	0	0.1375389694	0	0	0	0	0	0	0	0	0.0458463231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0614363826	0	0	0	0	0	0	0	0	0	0.0458463231	0	0.0916926462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Klebsiella.s__Klebsiella_variicola	1.2580600608	0	0	0	0	0	0	0	0	0.1228727653	0	0	0	0	0	0	0	0	0	0	0	0.0614363826	0	0	0.4749771461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Leclercia.s__Leclercia_adecarboxylata	0.1228727653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0458463231	0	0	0	0	0.0614363826	0	0	0.1228727653	0.0916926462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Lelliottia.s__Lelliottia_amnigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0458463231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Lelliottia.s__Lelliottia_nimipressuralis	0	0	0.0412694482	0	0.2750779387	0.0458463231	0.0458463231	0.1072827058	0	0	0	0	0	0	0.0458463231	0	0	0	0	0	0	0	0.0916926462	0.0458463231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Luteibacter.s__Luteibacter_rhizovicinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2896896264	0.5794747025	0.5811844990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Lysobacter.s__Lysobacter_capsici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5848644380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Mesorhizobium.s__Mesorhizobium_huakuii	0.0891782227	0	0	0	0	0.0891782227	0	0.2229455567	0	0	0	0	0	0.0445891113	0.0445891113	0	0	0	0	0	0.2638687847	0.0891782227	0	0.1337673340	0	0.1337673340	0.2228641897	0.1337673340	0.2675346680	0.0880654819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Mesorhizobium.s__Mesorhizobium_japonicum	0.2590114397	0	0	0	0.0431685733	0.4316857328	0.1726742931	0.3020274738	0	0	0	0.0863371466	0	0.1295057198	0.4748543061	0	0	0	0	0	0.0863371466	0.3885171595	0	0.2589351701	0	0.0431685733	0.0430923037	0.0431685733	0.1725980236	0.0863371466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Mesorhizobium.s__Mesorhizobium_loti	0.0863371466	0	0	0	0.1295057198	0	0.0863371466	0	0	0	0	0.0431685733	0	0	0	0	0	0	0	0	0.0863371466	0	0	0.0431685733	0	0	0.0863371466	0	0.0431685733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Metakosakonia.s__Kluyvera_intestini	0	0	0	0	0.1687190884	0	0	0	0	0.2604117346	0	0	0	0	0	0	0	0	0	0	0.0458463231	0.3209242619	0	0.0458463231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2868752674	0.2861956808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Niastella.s__Niastella_vici	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1639680262	0	0	0	0	0	0	0	0	0.1639680262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Nitrosospira.s__Nitrosospira_multiformis	0	0	0	0	0	0.1782750784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3119610454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pantoea.s__Pantoea_agglomerans	0	0	0	0	0	0	0	0	0	0.0915209372	0	0.3814414084	0	0	0.0458463231	0.4046403963	0.2297949814	0	0	0.0458463231	0	0	0	0	0	0	0	0	0	0.0456746140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pantoea.s__Pantoea_allii	0	0	0	0	0	0	0	0.0345470877	0	0	0	0	0	0	0.0458463231	0.5426006776	0.4476413459	0	0.0457603075	0.1832992769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pantoea.s__Pantoea_ananatis	0	0	0	0	0	0	0	0.1829268293	0	0	0	0	0	0	0	0.2217624314	0.1381883507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pantoea.s__Pantoea_deleyi	0	0	0	0	0	0	0	0.8865912622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0458463231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pantoea.s__Pantoea_dispersa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7019072070	0.1833852925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pantoea.s__Pantoea_eucrina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0458463231	0.3667705850	0.0916926462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pantoea.s__Pantoea_sesami	0.1708598522	0	1.0639071227	0	1.4154038764	0.5874652349	2.3632355588	4.9358763224	0.3543518189	1.1029498394	0	0	4.0203412432	1.7087538656	0.2135748153	1.1883797655	0	0.6487525252	0.3791625436	0.6916165806	11.2394131584	1.4991108460	1.4714137724	2.0584209287	0.4780417653	2.3900597343	0	0.8996158168	0.4540482219	0.3124540370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pantoea.s__Pantoea_vagans	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0916926462	0	0.0344982233	0.1375389694	0	0.0458463231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Paraburkholderia.s__Paraburkholderia_caledonica	0.2633935627	0	0	0	0	0	0.1580361376	0.1053574251	0	0.1053574251	0	0	0	0	0	0	0	0	0	0	0.2107148501	0.1053574251	0.1580361376	0	0	0.1053574251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Paraburkholderia.s__Paraburkholderia_graminis	0.9410610503	0	0	0	0	0.5181574509	0.1053574251	0.5022845126	0	1.2719613574	0	0	0	0	0	0	0	0	0	0	0.6813909389	0.3159587435	0.2633935627	0	0	0.1580361376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Paraburkholderia.s__Paraburkholderia_phytofirmans	0	0	0	0	0	0	0	0	0	0.2107148501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pedobacter.s__Pedobacter_himalayensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0614363826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pseudomonas.s__Pseudomonas_abietaniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5039300641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pseudomonas.s__Pseudomonas_arsenicoxydans	0	0.1803345205	0.1800852865	0	0	0	0	0.6027413737	0	0	0	0.3941534061	0.3605858609	0	0	0	0.7766000063	0	0.8029807044	0.1350845301	0	0	0	0.5012979280	0.1519147132	0.4941582266	0.4843942056	0.3095208617	0	0.6930749942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pseudomonas.s__Pseudomonas_chlororaphis	0	0	0	0	0	0	0.3153358705	0	0	0	0.5012147478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0.1352508904	0	0	0	0	0.0619041723	0	0.2254181507	0	0	0.0450836301	0	0	0	0	0	0	0	0	0	0	0	0	0.1802513404	0.0450836301	0.2254181507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pseudomonas.s__Pseudomonas_fulva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1352508904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pseudomonas.s__Pseudomonas_putida	0	0	0	0	0	0	0	0.0619041723	0	0.1238083447	0	0	0	0	0	0	0	0	0	0	0.0619041723	0	0	0.3714250340	0.1857125170	0	0	0	0	0.1857125170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pseudomonas.s__Pseudomonas_putida_group	0	0	0	0	0	0.0619041723	0.0450836301	0.0450836301	0	0.2476166894	0	0	0	0	0	0	0	0	0	0	0.1238083447	0	0	0.1688919748	0.2476166894	0	0	0	0	0.3996881220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pseudomonas.s__Pseudomonas_sp_HMWF006	0	0	0	0	0	0	0	0	0	0.1238083447	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7138910576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Pseudomonas.s__Pseudomonas_umsongensis	0.0450836301	0	0.1802513404	0	0	0	0	0	0	0	0	0.2253349705	0	0	0	0	0	0	0.1796775642	0.0450836301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Ralstonia.s__Ralstonia_sp_NFACC01	0.4704883877	0	0	0	0.4704883877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Rhizobium.s__Rhizobium_etli	0	0	0	0	0	0	0	0.3843599910	0	0	0	0	0	0	0	0.1281448892	0	0	0	0	0	0.2135748153	0	0.4260527156	0.1707851757	0.2990047414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Rhizobium.s__Rhizobium_lusitanum	0.3843599910	0.3417197044	0	0	0	0.1708598522	0	0.2990047414	0	0	0.5552945197	0	0	0	0	0	0	0	0	0	0.2135748153	0.1708598522	0	0.7687946584	0	0	0	0	0	0.2990047414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Rhodanobacter.s__Rhodanobacter_denitrificans	0	0	0.1166997316	0	0	0.2333994632	0	0	0.2333994632	0	0	0	0	0	0	0	0	0	0	0	0.4292137019	0	0	0.2064054491	0	0	0.6729258558	1.3810895146	0	0	0	0	0.2920291844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5828934378	0	0	0	0	0	0	0	0	0
ko03008|g__Rhodanobacter.s__Rhodanobacter_sp_B05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6275103311	0	0	0	0	0	0.1615525903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9143820640	0	0	0	0	0	0	0	0	0
ko03008|g__Rhodanobacter.s__Rhodanobacter_sp_Soil772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0632450568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5126036720	0	0	0	0	0	0	0	0	0
ko03008|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0.2042493284	0	0	0	0	0	0	0	0	0.5101308444	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7163568139	0.3070100631	0	0	0	0	0.9209825465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Stenotrophomonas.s__Stenotrophomonas_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6616539714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4794394476	0	0	0	0	0	0	0	0	0
ko03008|g__Stenotrophomonas.s__Stenotrophomonas_sp_HMWF003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2397917238	0	0	0	0	0	0	0	0	0
ko03008|g__Streptomyces.s__Streptomyces_diastatochromogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2203937702	0	0.1836614752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Streptomyces.s__Streptomyces_sp_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2686150210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Variovorax.s__Variovorax_boronicumulans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0453350258	0.1090068127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Variovorax.s__Variovorax_paradoxus	0	0	0.3173451809	0.2266751292	0.1633275261	0	0	0.7436936582	0.1360050775	1.7542098970	0	0	0	0.2177700348	0	0.2722125436	0	0	0	0	0.2993326037	0.1813401034	0.1360050775	1.0793379143	0	1.4308975376	0.9249570401	0.2177700348	0.3266550523	0.3266550523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|g__Yokenella.s__Yokenella_regensburgei	0.3062580578	0	0.0916926462	0	0	0.1989753520	0	0.1531290289	0	0.0458463231	0	0	0	0	0	0	0	0	0	0	0.0458463231	0	0	0.0458463231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03008|unclassified	17.2191704135	17.3793483001	15.8348668105	12.6700755211	14.3606590553	16.5236418673	11.6988589974	19.8283514610	10.6596329912	14.2530359686	12.7835167404	14.3863156940	14.3093968539	11.8681492985	14.2495652911	14.5038454197	13.7202130714	16.2113473556	12.1837139796	18.3452474442	15.8565618904	16.4722759325	16.7068609966	16.6262036897	18.1907679588	19.0154515064	18.5404839240	15.4220328116	20.6040586496	16.7025832400	13.9491359259	14.7931220035	11.1875672103	15.6622662549	10.0760299692	14.2558951531	15.8506626348	13.4107874212	12.9094098680	12.8431781399	10.8340506710	15.3315712239	15.3172584642	11.1780551399	19.1423540412	12.2923123454	10.2293480648	11.2502383710	16.3525133027	11.4758117064	20.4044016775	11.4825299870	13.0558463603	15.1921360787	13.2685502917	17.9656067118	15.2431054121	9.7779556466	12.7245308464	13.3125585141
